,participant_id,problem_id,num_clicks,modification_type,click_cost,revenue,total_payoff
592,29,3,0,optimal,0.0,0.1,0.1
593,29,12,1,optimal,0.001,0.092,0.091
594,29,6,2,random,0.002,0.028,0.026000000000000002
595,29,7,1,random,0.001,0.119,0.118
596,29,10,1,random,0.001,0.01,0.009000000000000001
597,29,11,0,optimal,0.0,0.074,0.074
598,29,18,1,random,0.001,0.118,0.11699999999999999
599,29,16,1,optimal,0.002,0.048,0.046
600,29,20,1,random,0.002,0.065,0.063
601,30,14,0,random,0.0,0.083,0.083
602,30,11,5,random,0.007,0.122,0.11499999999999999
603,30,10,2,random,0.003,0.082,0.079
604,30,5,2,optimal,0.006,0.178,0.172
605,30,19,2,random,0.004,0.026,0.022
606,30,13,2,optimal,0.008,0.085,0.07700000000000001
607,30,4,3,random,0.007,0.071,0.06399999999999999
608,30,21,2,optimal,0.004,0.049,0.045
609,30,9,2,random,0.002,0.086,0.08399999999999999
610,30,18,2,random,0.002,0.056,0.054
611,30,1,3,optimal,0.004,0.092,0.088
612,30,6,2,random,0.003,0.106,0.103
613,30,17,1,random,0.002,0.107,0.105
614,30,15,3,random,0.005,0.043,0.038
615,30,16,2,optimal,0.004,0.047,0.043
616,30,3,4,optimal,0.005,0.1,0.095
617,30,20,1,optimal,0.004,0.015,0.011
618,30,2,3,optimal,0.007,0.111,0.104
619,30,12,2,optimal,0.003,0.094,0.091
620,30,8,2,random,0.004,0.112,0.108
621,31,8,0,optimal,0.0,0.112,0.112
622,31,10,0,optimal,0.0,0.14,0.14
623,31,6,6,random,0.011,0.081,0.07
624,31,9,6,random,0.007,0.1,0.093
625,31,12,3,optimal,0.005,0.094,0.089
626,31,11,3,random,0.005,0.1,0.095
627,31,14,3,optimal,0.004,0.073,0.06899999999999999
628,31,18,3,random,0.006,0.112,0.106
629,31,17,1,optimal,0.001,0.106,0.105
630,31,13,4,optimal,0.009,0.086,0.077
631,31,20,3,random,0.005,0.14,0.135
632,31,19,3,random,0.005,0.026,0.020999999999999998
633,31,4,5,random,0.008,0.096,0.088
634,31,21,5,optimal,0.009,0.129,0.12000000000000001
635,31,5,2,optimal,0.002,0.071,0.06899999999999999
636,31,16,1,random,0.002,0.047,0.045
637,31,1,2,optimal,0.004,0.092,0.088
638,31,2,4,random,0.009,0.111,0.10200000000000001
639,31,7,4,optimal,0.008,0.102,0.094
640,31,3,4,optimal,0.004,0.058,0.054000000000000006
641,32,9,2,random,0.002,0.066,0.064
642,32,8,2,optimal,0.003,0.112,0.109
643,32,10,1,random,0.001,0.082,0.081
644,32,4,1,optimal,0.001,0.15,0.149
645,32,18,5,optimal,0.007,0.118,0.11099999999999999
646,32,3,1,random,0.001,0.058,0.057
647,32,21,2,optimal,0.004,0.075,0.071
648,32,11,0,optimal,0.0,0.116,0.116
649,32,15,0,optimal,0.0,0.135,0.135
650,32,16,0,random,0.0,0.039,0.039
651,32,12,0,random,0.0,0.03,0.03
652,32,1,3,random,0.003,0.092,0.089
653,32,14,0,random,0.0,0.123,0.123
654,32,2,1,random,0.001,0.111,0.11
655,32,20,1,optimal,0.001,0.105,0.104
656,32,19,0,optimal,0.0,0.074,0.074
657,32,17,0,optimal,0.0,0.098,0.098
658,32,7,0,random,0.0,0.079,0.079
659,32,6,0,optimal,0.0,0.105,0.105
660,32,5,1,random,0.001,0.071,0.06999999999999999
661,33,12,0,random,0.0,0.151,0.151
662,33,13,0,random,0.0,0.139,0.139
663,33,18,0,random,0.0,0.093,0.093
664,33,21,0,random,0.0,0.029,0.029
665,33,16,0,optimal,0.0,0.145,0.145
666,33,15,0,optimal,0.0,0.055,0.055
667,33,8,0,optimal,0.0,0.112,0.112
668,33,7,0,optimal,0.0,0.122,0.122
669,33,9,0,optimal,0.0,0.155,0.155
670,33,14,0,optimal,0.0,0.131,0.131
671,33,3,0,random,0.0,0.134,0.134
672,33,17,1,random,0.001,0.065,0.064
673,33,6,0,random,0.0,0.1,0.1
674,33,19,0,optimal,0.0,0.074,0.074
675,33,4,0,optimal,0.0,0.096,0.096
676,33,10,0,optimal,0.0,0.05,0.05
677,33,2,0,random,0.0,0.111,0.111
678,33,20,0,random,0.0,0.105,0.105
679,33,5,0,random,0.0,0.12,0.12
680,33,1,0,optimal,0.0,0.075,0.075
681,34,15,0,optimal,0.0,0.143,0.143
682,34,12,0,optimal,0.0,0.051,0.051
683,34,9,0,optimal,0.0,0.08,0.08
684,34,1,0,random,0.0,0.075,0.075
685,34,4,0,random,0.0,0.062,0.062
686,34,14,0,random,0.0,0.134,0.134
687,34,21,0,optimal,0.0,0.075,0.075
688,34,18,0,optimal,0.0,0.048,0.048
689,34,11,0,optimal,0.0,0.116,0.116
690,34,20,0,optimal,0.0,0.153,0.153
691,34,6,0,random,0.0,0.028,0.028
692,34,17,0,random,0.0,0.009,0.009
693,34,3,0,random,0.0,0.039,0.039
694,34,13,0,random,0.0,0.079,0.079
695,34,10,0,random,0.0,0.046,0.046
696,34,19,0,optimal,0.0,0.038,0.038
697,34,16,3,optimal,0.008,0.084,0.07600000000000001
698,34,5,0,random,0.0,0.124,0.124
699,34,2,0,optimal,0.0,0.07,0.07
700,34,7,0,random,0.0,0.079,0.079
701,35,5,3,optimal,0.006,0.071,0.06499999999999999
702,35,11,6,random,0.008,0.04,0.032
703,35,20,4,optimal,0.009,0.105,0.096
704,35,1,5,optimal,0.006,0.047,0.041
705,35,7,0,random,0.0,0.122,0.122
706,35,14,5,optimal,0.009,0.083,0.07400000000000001
707,35,13,4,optimal,0.009,0.114,0.10500000000000001
708,35,3,4,optimal,0.004,0.134,0.13
709,35,8,4,random,0.008,0.085,0.07700000000000001
710,35,16,2,random,0.004,0.145,0.141
711,35,15,4,random,0.004,0.056,0.052000000000000005
712,35,6,2,optimal,0.002,0.105,0.103
713,35,17,2,optimal,0.003,0.065,0.062
714,35,4,4,random,0.006,0.094,0.088
715,35,21,3,random,0.005,0.029,0.024
716,35,12,2,optimal,0.006,0.092,0.086
717,35,18,5,optimal,0.006,0.093,0.087
718,35,9,4,random,0.004,0.068,0.064
719,35,10,3,random,0.005,0.082,0.077
720,35,19,3,random,0.005,0.066,0.061000000000000006
721,36,5,13,optimal,0.041,0.11,0.069
722,36,4,14,optimal,0.03,0.096,0.066
723,36,21,2,random,0.004,0.029,0.025
724,36,8,1,optimal,0.002,0.112,0.11
725,36,3,2,optimal,0.005,0.035,0.030000000000000002
726,36,18,3,optimal,0.007,0.118,0.11099999999999999
727,36,19,4,random,0.014,0.074,0.06
728,36,2,3,random,0.008,0.111,0.10300000000000001
729,36,15,0,optimal,0.0,0.055,0.055
730,36,9,0,random,0.0,0.068,0.068
731,36,1,0,random,0.0,0.075,0.075
732,36,7,0,random,0.0,0.079,0.079
733,36,12,0,optimal,0.0,0.092,0.092
734,36,6,0,random,0.0,0.105,0.105
735,36,14,0,optimal,0.0,0.134,0.134
736,36,16,0,random,0.0,0.145,0.145
737,36,10,0,optimal,0.0,0.098,0.098
738,36,17,0,optimal,0.0,0.098,0.098
739,36,20,0,random,0.0,0.153,0.153
740,36,11,0,optimal,0.0,0.132,0.132
741,37,1,0,optimal,0.0,0.092,0.092
742,37,14,0,random,0.0,0.073,0.073
743,37,4,0,optimal,0.0,0.065,0.065
744,37,20,0,optimal,0.0,0.105,0.105
745,37,6,0,random,0.0,0.06,0.06
746,37,11,0,random,0.0,0.116,0.116
747,37,10,0,random,0.0,0.078,0.078
748,37,21,0,random,0.0,0.034,0.034
749,37,15,0,optimal,0.0,0.143,0.143
750,37,12,0,random,0.0,0.051,0.051
751,37,3,0,random,0.0,0.028,0.028
752,37,5,0,random,0.0,0.06,0.06
753,37,19,0,optimal,0.0,0.038,0.038
754,37,17,0,optimal,0.0,0.009,0.009
755,37,8,0,optimal,0.0,0.054,0.054
756,37,16,0,optimal,0.0,0.039,0.039
757,37,9,0,random,0.0,0.155,0.155
758,37,18,0,optimal,0.0,0.052,0.052
759,37,13,0,optimal,0.0,0.139,0.139
760,37,2,0,optimal,0.0,0.027,0.027
761,38,14,0,optimal,0.0,0.003,0.003
762,38,16,0,random,0.0,0.039,0.039
763,38,19,0,optimal,0.0,0.032,0.032
764,38,7,0,optimal,0.0,0.084,0.084
765,38,1,0,optimal,0.0,0.092,0.092
766,38,17,0,random,0.0,0.12,0.12
767,38,4,0,random,0.0,0.065,0.065
768,38,8,0,optimal,0.0,0.103,0.103
769,38,12,0,random,0.0,0.051,0.051
770,38,2,0,random,0.0,0.085,0.085
771,38,9,0,optimal,0.0,0.029,0.029
772,38,15,0,optimal,0.0,0.055,0.055
773,38,13,0,random,0.0,0.139,0.139
774,38,20,0,optimal,0.0,0.105,0.105
775,38,11,0,random,0.0,0.082,0.082
776,38,3,0,optimal,0.0,0.05,0.05
777,38,10,0,optimal,0.0,0.14,0.14
778,38,21,0,random,0.0,0.117,0.117
779,38,18,0,optimal,0.0,0.118,0.118
780,38,5,0,random,0.0,0.049,0.049
781,39,7,0,optimal,0.0,0.102,0.102
782,39,14,4,optimal,0.006,0.05,0.044000000000000004
783,39,17,0,optimal,0.0,0.102,0.102
784,39,20,0,optimal,0.0,0.071,0.071
785,39,2,0,optimal,0.0,0.071,0.071
786,39,16,0,random,0.0,0.053,0.053
787,39,9,6,optimal,0.012,0.071,0.059
788,39,15,1,random,0.001,0.108,0.107
789,39,8,3,random,0.006,0.114,0.108
790,39,1,0,optimal,0.0,0.092,0.092
791,39,6,0,random,0.0,0.081,0.081
792,39,5,0,random,0.0,0.103,0.103
793,39,18,0,random,0.0,0.112,0.112
794,39,10,0,optimal,0.0,0.14,0.14
795,39,3,0,random,0.0,0.045,0.045
796,39,4,0,optimal,0.0,0.096,0.096
797,39,12,0,optimal,0.0,0.092,0.092
798,39,11,0,random,0.0,0.082,0.082
799,39,13,0,random,0.0,0.065,0.065
800,39,21,0,random,0.0,0.134,0.134
801,40,3,0,optimal,0.0,0.058,0.058
802,40,15,0,optimal,0.0,0.056,0.056
803,40,20,0,random,0.0,0.11,0.11
804,40,16,0,optimal,0.0,0.053,0.053
805,40,9,0,optimal,0.0,0.08,0.08
806,40,18,0,optimal,0.0,0.048,0.048
807,40,13,0,random,0.0,0.107,0.107
808,40,11,0,random,0.0,0.125,0.125
809,40,19,0,random,0.0,0.026,0.026
810,40,12,0,optimal,0.0,0.151,0.151
811,40,14,0,random,0.0,0.123,0.123
812,40,2,0,optimal,0.0,0.111,0.111
813,40,7,0,random,0.0,0.079,0.079
814,40,1,0,optimal,0.0,0.063,0.063
815,40,6,0,random,0.0,0.04,0.04
816,40,17,0,random,0.0,0.107,0.107
817,40,21,0,random,0.0,0.102,0.102
818,40,5,0,optimal,0.0,0.08,0.08
819,40,4,0,random,0.0,0.054,0.054
820,40,8,0,optimal,0.0,0.112,0.112
821,41,7,0,random,0.0,0.135,0.135
822,41,3,1,optimal,0.001,0.08,0.079
823,41,1,0,optimal,0.0,0.076,0.076
824,41,16,0,random,0.0,0.053,0.053
825,41,21,0,random,0.0,0.029,0.029
826,41,17,0,random,0.0,0.118,0.118
827,41,18,0,optimal,0.0,0.093,0.093
828,41,12,0,optimal,0.0,0.092,0.092
829,41,5,0,random,0.0,0.004,0.004
830,41,11,0,optimal,0.0,0.074,0.074
831,41,9,0,random,0.0,0.068,0.068
832,41,13,0,random,0.0,0.139,0.139
833,41,10,0,optimal,0.0,0.05,0.05
834,41,14,0,random,0.0,0.123,0.123
835,41,4,0,random,0.0,0.071,0.071
836,41,8,0,random,0.0,0.068,0.068
837,41,19,0,optimal,0.0,0.066,0.066
838,41,20,0,optimal,0.0,0.098,0.098
839,41,6,0,random,0.0,0.048,0.048
840,41,2,0,optimal,0.0,0.111,0.111
841,42,13,4,optimal,0.01,0.085,0.07500000000000001
842,42,18,5,random,0.005,0.06,0.055
843,42,12,2,optimal,0.002,0.094,0.092
844,42,5,1,optimal,0.001,0.124,0.123
845,42,1,5,optimal,0.01,0.063,0.053
846,42,7,1,random,0.002,0.111,0.109
847,42,9,3,random,0.003,0.066,0.063
848,42,15,4,random,0.006,0.108,0.102
849,42,21,1,optimal,0.001,0.117,0.116
850,42,10,3,random,0.006,0.14,0.134
851,42,6,1,optimal,0.001,0.136,0.135
852,42,20,1,random,0.001,0.073,0.072
853,42,19,6,optimal,0.008,0.062,0.054
854,42,8,2,random,0.004,0.106,0.102
855,42,16,1,optimal,0.002,0.053,0.051
856,42,11,5,random,0.007,0.122,0.11499999999999999
857,42,3,6,random,0.007,0.035,0.028000000000000004
858,42,4,8,random,0.017,0.074,0.056999999999999995
859,42,2,2,optimal,0.004,0.111,0.107
860,42,14,2,optimal,0.002,0.131,0.129
861,43,3,0,random,0.0,0.1,0.1
862,43,12,0,optimal,0.0,0.102,0.102
863,43,13,0,random,0.0,0.07,0.07
864,43,4,0,random,0.0,0.15,0.15
865,43,16,0,optimal,0.0,0.069,0.069
866,43,2,0,random,0.0,0.033,0.033
867,43,1,0,random,0.0,0.138,0.138
868,43,10,0,random,0.0,0.046,0.046
869,43,7,0,optimal,0.0,0.079,0.079
870,43,11,0,random,0.0,0.016,0.016
871,43,17,0,optimal,0.001,0.102,0.10099999999999999
872,43,9,0,random,0.0,0.086,0.086
873,43,14,0,random,0.001,0.042,0.041
874,43,15,0,optimal,0.0,0.043,0.043
875,43,18,0,random,0.0,0.034,0.034
876,43,8,0,optimal,0.0,0.085,0.085
877,43,21,0,optimal,0.0,0.034,0.034
878,43,5,0,optimal,0.0,0.094,0.094
879,43,19,0,random,0.0,0.062,0.062
880,43,20,0,optimal,0.0,0.063,0.063
881,44,7,4,optimal,0.004,0.078,0.074
882,44,13,3,random,0.005,0.107,0.102
883,44,11,4,random,0.004,0.122,0.118
884,44,12,6,optimal,0.011,0.151,0.13999999999999999
885,44,4,3,optimal,0.003,0.15,0.147
886,44,10,6,random,0.01,0.051,0.040999999999999995
887,44,6,1,optimal,0.001,0.136,0.135
888,44,8,0,optimal,0.0,0.112,0.112
889,44,3,5,optimal,0.005,0.035,0.030000000000000002
890,44,16,1,random,0.001,0.145,0.144
891,44,15,2,optimal,0.002,0.09,0.088
892,44,2,1,random,0.001,0.033,0.032
893,44,20,1,optimal,0.001,0.098,0.097
894,44,1,4,optimal,0.004,0.105,0.10099999999999999
895,44,19,4,random,0.005,0.066,0.061000000000000006
896,44,18,5,random,0.005,0.06,0.055
897,44,17,0,random,0.0,0.079,0.079
898,44,14,4,optimal,0.005,0.083,0.078
899,44,21,1,optimal,0.001,0.117,0.116
900,44,9,8,random,0.009,0.066,0.057
901,45,9,4,optimal,0.005,0.089,0.08399999999999999
902,45,7,4,random,0.005,0.111,0.106
903,45,12,2,optimal,0.002,0.092,0.09
904,45,11,2,random,0.003,0.1,0.097
905,45,8,2,random,0.004,0.015,0.011
906,45,18,1,optimal,0.001,0.039,0.038
907,45,17,1,optimal,0.001,0.095,0.094
908,45,16,3,optimal,0.005,0.081,0.076
909,45,10,2,random,0.003,0.094,0.091
910,45,1,2,optimal,0.004,0.092,0.088
911,45,6,2,random,0.002,0.081,0.079
912,45,4,3,random,0.004,0.098,0.094
913,45,19,1,random,0.001,0.013,0.012
914,45,14,2,optimal,0.002,0.131,0.129
915,45,5,1,optimal,0.001,0.071,0.06999999999999999
916,45,13,0,optimal,0.0,0.107,0.107
917,45,21,1,random,0.001,0.129,0.128
918,45,15,1,random,0.001,0.135,0.134
919,45,2,1,optimal,0.001,0.111,0.11
920,45,20,0,optimal,0.0,0.153,0.153
921,46,18,3,optimal,0.003,0.118,0.11499999999999999
922,46,14,1,random,0.001,0.083,0.082
923,46,1,2,random,0.002,0.105,0.103
924,46,16,2,optimal,0.003,0.039,0.036
925,46,15,2,random,0.003,0.101,0.098
926,46,6,1,optimal,0.001,0.105,0.104
927,46,2,3,optimal,0.004,0.111,0.107
928,46,10,4,optimal,0.006,0.051,0.045
929,46,20,1,optimal,0.003,0.153,0.15
930,46,17,2,optimal,0.003,0.106,0.103
931,46,8,1,random,0.002,0.054,0.052
932,46,13,1,optimal,0.001,0.107,0.106
933,46,11,2,random,0.002,0.125,0.123
934,46,7,1,random,0.002,0.122,0.12
935,46,3,2,optimal,0.002,0.039,0.037
936,46,5,1,random,0.001,0.124,0.123
937,46,12,1,random,0.003,0.129,0.126
938,46,4,3,random,0.004,0.096,0.092
939,46,9,1,optimal,0.001,0.08,0.079
940,46,21,1,random,0.002,0.18,0.178
941,47,12,13,random,0.036,0.094,0.058
942,47,6,1,random,0.003,0.048,0.045
943,47,8,0,optimal,0.0,0.054,0.054
944,47,14,1,optimal,0.004,0.123,0.119
945,47,9,0,optimal,0.0,0.096,0.096
946,47,1,5,random,0.016,0.063,0.047
947,47,4,1,optimal,0.001,0.15,0.149
948,47,10,0,optimal,0.0,0.05,0.05
949,47,21,0,optimal,0.0,0.117,0.117
950,47,15,0,random,0.0,0.03,0.03
951,47,19,6,random,0.016,0.095,0.079
952,47,16,5,random,0.017,0.039,0.022
953,47,13,0,random,0.0,0.085,0.085
954,47,3,5,optimal,0.007,0.1,0.093
955,47,2,4,random,0.009,0.111,0.10200000000000001
956,47,7,0,random,0.0,0.135,0.135
957,47,18,0,optimal,0.0,0.118,0.118
958,47,17,2,random,0.005,0.057,0.052000000000000005
959,47,20,0,optimal,0.0,0.153,0.153
960,47,5,0,random,0.0,0.124,0.124
961,48,17,4,optimal,0.014,0.14,0.126
962,48,11,7,random,0.011,0.082,0.07100000000000001
963,48,3,5,optimal,0.006,0.035,0.029000000000000005
964,48,12,2,random,0.004,0.151,0.147
965,48,19,9,optimal,0.012,0.097,0.085
966,48,6,2,optimal,0.004,0.105,0.10099999999999999
967,48,5,3,random,0.006,0.11,0.104
968,48,9,3,optimal,0.009,0.155,0.146
969,48,10,5,random,0.01,0.01,0.0
970,48,4,2,random,0.005,0.096,0.091
971,48,8,1,optimal,0.001,0.085,0.084
972,48,15,3,random,0.005,0.108,0.103
973,48,14,5,optimal,0.006,0.123,0.11699999999999999
974,48,21,2,random,0.004,0.029,0.025
975,48,7,1,optimal,0.002,0.135,0.133
976,48,13,2,random,0.008,0.085,0.07700000000000001
977,48,2,2,optimal,0.005,0.033,0.028
978,48,18,5,optimal,0.007,0.118,0.11099999999999999
979,48,1,5,random,0.011,0.075,0.064
980,48,16,6,random,0.015,0.034,0.019000000000000003
981,49,7,2,optimal,0.003,0.076,0.073
982,49,14,2,optimal,0.006,0.123,0.11699999999999999
983,49,6,2,random,0.004,0.1,0.096
984,49,10,3,optimal,0.004,0.088,0.08399999999999999
985,49,16,2,random,0.007,0.039,0.032
986,49,5,1,random,0.001,0.12,0.119
987,49,9,2,random,0.004,0.096,0.092
988,49,8,1,optimal,0.002,0.112,0.11
989,49,3,1,random,0.001,0.08,0.079
990,49,12,1,random,0.002,0.094,0.092
991,49,15,0,optimal,0.0,0.056,0.056
992,49,17,1,optimal,0.004,0.14,0.136
993,49,19,0,optimal,0.0,0.095,0.095
994,49,4,0,optimal,0.0,0.096,0.096
995,49,13,0,random,0.0,0.139,0.139
996,49,1,0,optimal,0.0,0.075,0.075
997,49,11,0,random,0.0,0.073,0.073
998,49,2,0,optimal,0.0,0.111,0.111
999,49,20,0,optimal,0.0,0.153,0.153
1000,49,21,0,random,0.0,0.029,0.029
1001,50,5,8,optimal,0.021,0.124,0.103
1002,50,2,4,optimal,0.009,0.033,0.024
1003,50,17,4,optimal,0.007,0.102,0.09499999999999999
1004,50,12,5,optimal,0.007,0.092,0.08499999999999999
1005,50,15,12,optimal,0.028,0.09,0.062
1006,50,14,6,random,0.009,0.083,0.07400000000000001
1007,50,7,4,random,0.005,0.135,0.13
1008,50,4,6,optimal,0.008,0.15,0.142
1009,50,20,4,optimal,0.011,0.105,0.094
1010,50,21,8,random,0.017,0.117,0.1
1011,50,9,9,random,0.011,0.089,0.078
1012,50,11,8,random,0.013,0.104,0.091
1013,50,18,7,random,0.01,0.118,0.108
1014,50,8,5,optimal,0.008,0.054,0.046
1015,50,16,9,optimal,0.025,0.089,0.064
1016,50,1,8,optimal,0.016,0.092,0.076
1017,50,6,8,optimal,0.014,0.032,0.018000000000000002
1018,50,3,9,random,0.013,0.058,0.045000000000000005
1019,50,10,6,random,0.013,0.14,0.127
1020,50,19,12,random,0.027,0.093,0.066
1021,51,8,11,random,0.03,0.068,0.038000000000000006
1022,51,6,5,optimal,0.006,0.048,0.042
1023,51,11,2,optimal,0.004,0.073,0.06899999999999999
1024,51,9,1,optimal,0.001,0.1,0.099
1025,51,16,2,optimal,0.007,0.145,0.13799999999999998
1026,51,17,1,random,0.002,0.009,0.006999999999999999
1027,51,3,1,optimal,0.001,0.058,0.057
1028,51,14,0,random,0.0,0.083,0.083
1029,51,2,2,optimal,0.005,0.111,0.106
1030,51,18,2,random,0.002,0.064,0.062
1031,51,5,1,optimal,0.003,0.088,0.08499999999999999
1032,51,19,2,random,0.004,0.066,0.062
1033,51,12,1,random,0.003,0.03,0.027
1034,51,21,0,random,0.0,0.068,0.068
1035,51,20,1,optimal,0.004,0.071,0.06699999999999999
1036,51,10,2,random,0.003,0.082,0.079
1037,51,15,0,optimal,0.0,0.093,0.093
1038,51,4,2,random,0.002,0.096,0.094
1039,51,7,0,random,0.0,0.111,0.111
1040,51,1,0,random,0.0,0.092,0.092
1041,52,13,0,optimal,0.0,0.085,0.085
1042,52,3,0,optimal,0.0,0.08,0.08
1043,52,10,1,random,0.001,0.01,0.009000000000000001
1044,52,12,0,random,0.0,0.03,0.03
1045,52,7,0,optimal,0.0,0.135,0.135
1046,52,4,2,optimal,0.002,0.15,0.148
1047,52,14,0,random,0.0,0.083,0.083
1048,52,18,2,random,0.002,0.06,0.057999999999999996
1049,52,20,0,optimal,0.0,0.098,0.098
1050,52,9,0,optimal,0.0,0.096,0.096
1051,52,8,0,optimal,0.0,0.112,0.112
1052,52,21,0,optimal,0.0,0.117,0.117
1053,52,5,0,random,0.0,0.124,0.124
1054,52,17,0,random,0.0,0.102,0.102
1055,52,19,3,optimal,0.003,0.066,0.063
1056,52,15,0,random,0.0,0.135,0.135
1057,52,2,0,optimal,0.0,0.111,0.111
1058,52,16,0,random,0.0,0.145,0.145
1059,52,1,0,optimal,0.0,0.075,0.075
1060,52,6,0,random,0.0,0.1,0.1
1061,53,8,0,random,0.0,0.054,0.054
1062,53,11,0,random,0.0,0.073,0.073
1063,53,20,0,random,0.0,0.11,0.11
1064,53,13,0,random,0.0,0.107,0.107
1065,53,5,0,random,0.0,0.12,0.12
1066,53,15,0,optimal,0.0,0.055,0.055
1067,53,2,0,optimal,0.0,0.111,0.111
1068,53,7,0,optimal,0.0,0.135,0.135
1069,53,3,0,random,0.0,0.035,0.035
1070,53,9,0,optimal,0.0,0.08,0.08
1071,53,21,0,random,0.0,0.029,0.029
1072,53,12,0,random,0.0,0.03,0.03
1073,53,16,0,random,0.0,0.039,0.039
1074,53,19,0,random,0.0,0.026,0.026
1075,53,14,0,optimal,0.0,0.131,0.131
1076,53,1,0,optimal,0.0,0.075,0.075
1077,53,6,0,random,0.0,0.1,0.1
1078,53,10,0,optimal,0.0,0.14,0.14
1079,53,4,0,optimal,0.0,0.15,0.15
1080,53,18,0,optimal,0.0,0.118,0.118
1081,54,7,0,random,0.0,0.122,0.122
1082,54,18,0,random,0.0,0.118,0.118
1083,54,16,0,random,0.0,0.039,0.039
1084,54,5,0,random,0.0,0.071,0.071
1085,54,9,0,random,0.0,0.066,0.066
1086,54,15,0,optimal,0.0,0.093,0.093
1087,54,1,0,random,0.0,0.092,0.092
1088,54,10,0,optimal,0.0,0.04,0.04
1089,54,17,0,optimal,0.0,0.079,0.079
1090,54,14,0,random,0.0,0.083,0.083
1091,54,4,0,optimal,0.0,0.15,0.15
1092,54,13,0,random,0.0,0.085,0.085
1093,54,11,0,optimal,0.0,0.132,0.132
1094,54,2,0,optimal,0.0,0.033,0.033
1095,54,3,0,random,0.0,0.1,0.1
1096,54,6,0,random,0.0,0.1,0.1
1097,54,19,0,optimal,0.0,0.095,0.095
1098,54,21,0,optimal,0.0,0.075,0.075
1099,54,8,0,optimal,0.0,0.112,0.112
1100,54,12,0,random,0.0,0.03,0.03
1101,55,3,5,optimal,0.011,0.134,0.12300000000000001
1102,55,2,2,optimal,0.005,0.033,0.028
1103,55,21,2,random,0.004,0.18,0.176
1104,55,20,1,optimal,0.003,0.105,0.102
1105,55,5,1,random,0.001,0.12,0.119
1106,55,11,1,random,0.002,0.082,0.08
1107,55,16,2,random,0.007,0.145,0.13799999999999998
1108,55,7,1,optimal,0.002,0.078,0.076
1109,55,19,3,optimal,0.008,0.093,0.08499999999999999
1110,55,6,2,optimal,0.004,0.136,0.132
1111,55,10,1,optimal,0.003,0.14,0.137
1112,55,13,0,random,0.0,0.139,0.139
1113,55,8,1,random,0.002,0.106,0.104
1114,55,12,1,random,0.002,0.092,0.09
1115,55,15,0,random,0.0,0.135,0.135
1116,55,9,0,optimal,0.0,0.08,0.08
1117,55,18,0,optimal,0.0,0.118,0.118
1118,55,4,1,optimal,0.001,0.096,0.095
1119,55,17,0,random,0.0,0.065,0.065
1120,55,1,4,random,0.009,0.063,0.054
1121,56,16,3,optimal,0.006,0.039,0.033
1122,56,21,6,random,0.012,0.129,0.117
1123,56,7,4,random,0.005,0.111,0.106
1124,56,13,4,optimal,0.006,0.139,0.133
1125,56,1,4,optimal,0.004,0.092,0.088
1126,56,2,3,optimal,0.005,0.14,0.135
1127,56,10,6,optimal,0.01,0.14,0.13
1128,56,14,3,optimal,0.003,0.123,0.12
1129,56,12,4,optimal,0.006,0.092,0.086
1130,56,15,3,optimal,0.003,0.143,0.13999999999999999
1131,56,3,7,optimal,0.007,0.134,0.127
1132,56,6,6,random,0.006,0.105,0.09899999999999999
1133,56,11,4,random,0.004,0.04,0.036000000000000004
1134,56,17,4,random,0.006,0.079,0.073
1135,56,18,5,random,0.005,0.112,0.107
1136,56,5,3,random,0.003,0.12,0.11699999999999999
1137,56,4,4,optimal,0.004,0.096,0.092
1138,56,9,7,random,0.007,0.1,0.093
1139,56,8,1,optimal,0.002,0.054,0.052
1140,56,19,0,random,0.0,0.032,0.032
1141,57,9,2,random,0.002,0.066,0.064
1142,57,4,1,random,0.001,0.15,0.149
1143,57,8,0,random,0.0,0.054,0.054
1144,57,5,0,optimal,0.0,0.071,0.071
1145,57,16,0,optimal,0.0,0.053,0.053
1146,57,18,0,optimal,0.0,0.118,0.118
1147,57,3,1,random,0.001,0.058,0.057
1148,57,2,1,random,0.001,0.111,0.11
1149,57,21,1,random,0.002,0.129,0.127
1150,57,10,1,random,0.001,0.082,0.081
1151,57,17,0,random,0.0,0.079,0.079
1152,57,11,0,optimal,0.0,0.132,0.132
1153,57,7,0,optimal,0.0,0.122,0.122
1154,57,1,0,optimal,0.0,0.075,0.075
1155,57,13,0,optimal,0.0,0.085,0.085
1156,57,15,0,random,0.0,0.055,0.055
1157,57,6,2,random,0.002,0.079,0.077
1158,57,12,0,optimal,0.0,0.092,0.092
1159,57,14,1,optimal,0.002,0.131,0.129
1160,57,20,0,optimal,0.0,0.098,0.098
1161,58,5,1,random,0.001,0.124,0.123
1162,58,14,1,random,0.002,0.123,0.121
1163,58,20,2,random,0.006,0.098,0.092
1164,58,2,3,random,0.008,0.033,0.025
1165,58,10,6,optimal,0.01,0.098,0.08800000000000001
1166,58,11,5,random,0.007,0.04,0.033
1167,58,16,4,random,0.01,0.145,0.13499999999999998
1168,58,1,3,optimal,0.006,0.092,0.086
1169,58,9,4,optimal,0.004,0.096,0.092
1170,58,18,4,random,0.004,0.06,0.055999999999999994
1171,58,19,5,optimal,0.007,0.032,0.025
1172,58,3,2,optimal,0.002,0.134,0.132
1173,58,13,1,optimal,0.004,0.107,0.103
1174,58,21,2,optimal,0.002,0.075,0.073
