"","type","is_practice","original_item_cost","highlight_cost","click_values","payoff_matrix","original_cost_matrix","final_cost_matrix","weights","highlight_weight","weights_deviation","trial_num","selected_option","gross_earnings","net_earnings","click_cost","uncovered_values","num_values_revealed","num_options","num_features","reaction_time","points_click_cost","points_action_utility","points_metalevel_reward","is_control","highlight_index","selected_option_highlight_value","trial_type","trial_index","time_elapsed","nudge_highlighted_values_are_even","highlight_value","maximized_highlighted_option","highlight_num_clicks","highlight_weight_check","highlight_num_reveals","participant_id","weights_sum"
"2638","traffic-light-mouselab","False",3,1,"[2, 2, 2]","[[6, 5, 5, 8, 5], [1, 2, 4, 4, 4], [4, 6, 3, 6, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 0, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[22, 7, 1]",22,24,28,3,0.07,0.069,0.001,"[2]",1,5,3,2863,3,210,207,"True",0,8,"traffic-light-mouselab",32,533012,"False",8,1,3,22,1,88,30
"2639","traffic-light-mouselab","False",3,1,"[]","[[7, 5, 6, 5, 1], [6, 5, 9, 4, 6], [4, 5, 8, 3, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[14, 12, 4]",14,12,29,1,0.05,0.05,0,"[]",0,5,3,1638,0,150,150,"True",0,5,"traffic-light-mouselab",33,535410,"False",5,0,0,14,0,88,30
"2640","traffic-light-mouselab","False",3,1,"[11]","[[4, 8, 6, 3, 7], [7, 5, 3, 3, 5], [4, 6, 5, 3, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 0, 1, 1, 1]]","[10, 17, 3]",3,14,30,1,0.061,0.0606666666666667,0.000333333333333333,"[11]",1,5,3,1828,1,183,182,"False",2,6,"traffic-light-mouselab",34,537983,"False",6,1,1,3,1,88,30
"2641","traffic-light-mouselab","True",3,1,"[0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4, 7, 7, 7, 9, 9, 9]","[[6, 2, 7, 4, 7], [3, 7, 6, 4, 4], [3, 8, 4, 3, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[0, 0, 0, 0, 0], [3, 3, 0, 3, 0], [1, 1, 1, 1, 1]]","[22, 7, 1]",1,24,1,2,0.067,0.06,0.007,"[0, 1, 2, 3, 4, 7, 9]",7,5,3,31811,21,200,179,"False",2,4,"traffic-light-mouselab",4,269571,"True",4,0,0,1,0,89,30
"2642","traffic-light-mouselab","True",3,1,"[0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4]","[[5, 6, 7, 6, 4], [4, 3, 9, 6, 8], [7, 5, 2, 3, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[19, 9, 2]",19,18,2,2,0.073,0.068,0.005,"[0, 1, 2, 3, 4]",5,5,3,14985,15,218,203,"True",0,7,"traffic-light-mouselab",5,287320,"True",7,1,15,19,5,89,30
"2643","traffic-light-mouselab","False",3,1,"[0, 1, 2, 3, 4, 6, 6, 6, 9, 9, 9]","[[3, 7, 5, 4, 6], [5, 5, 4, 2, 8], [8, 5, 4, 3, 6]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0], [3, 0, 3, 3, 0], [3, 3, 3, 3, 3]]","[28, 1, 1]",28,36,3,1,0.069,0.0653333333333333,0.00366666666666667,"[0, 1, 2, 3, 4, 6, 9]",7,5,3,16837,11,206,195,"False",0,7,"traffic-light-mouselab",7,312316,"True",7,1,5,28,5,89,30
"2644","traffic-light-mouselab","False",3,1,"[10, 10, 10, 11, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 14, 1, 3]","[[4, 5, 4, 2, 6], [6, 4, 0, 4, 4], [1, 8, 4, 7, 6]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[1, 0, 1, 0, 1], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[8, 5, 17]",8,14,4,1,0.065,0.0593333333333333,0.00566666666666667,"[10, 11, 12, 13, 14, 1, 3]",7,5,3,19178,17,196,179,"False",0,5,"traffic-light-mouselab",8,333236,"True",5,0,2,8,2,89,30
"2645","traffic-light-mouselab","False",3,1,"[5, 5, 5, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9]","[[3, 5, 8, 5, 6], [5, 5, 3, 4, 6], [7, 5, 3, 6, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[3, 24, 3]",3,28,5,4,0.057,0.052,0.005,"[5, 6, 7, 8, 9]",5,5,3,10150,15,171,156,"True",0,6,"traffic-light-mouselab",9,345139,"True",6,0,0,3,0,89,30
"2646","traffic-light-mouselab","False",3,1,"[5, 5, 5, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9]","[[3, 4, 1, 5, 4], [6, 3, 6, 3, 9], [3, 6, 4, 7, 7]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[1, 1, 1, 1, 1], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[6, 20, 4]",6,20,6,4,0.077,0.072,0.005,"[5, 6, 7, 8, 9]",5,5,3,9932,15,232,217,"False",0,4,"traffic-light-mouselab",10,357645,"True",4,0,0,6,0,89,30
"2647","traffic-light-mouselab","False",3,1,"[10, 11, 12, 13, 14]","[[4, 7, 8, 8, 5], [5, 6, 3, 3, 2], [7, 6, 6, 5, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[8, 4, 18]",18,16,7,0,0.059,0.0573333333333333,0.00166666666666667,"[10, 11, 12, 13, 14]",5,5,3,6861,5,178,173,"False",2,7,"traffic-light-mouselab",11,367324,"True",7,1,5,18,5,89,30
"2648","traffic-light-mouselab","False",3,1,"[5, 5, 5, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9, 12, 12, 12, 11, 11, 11, 10, 10, 10]","[[6, 5, 10, 3, 5], [8, 8, 9, 6, 4], [10, 7, 6, 3, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [0, 0, 0, 3, 3]]","[4, 13, 13]",13,12,8,0,0.086,0.078,0.008,"[5, 6, 7, 8, 9, 12, 11, 10]",8,5,3,52119,24,258,234,"True",1,8,"traffic-light-mouselab",12,422229,"True",8,0,15,13,5,89,30
"2649","traffic-light-mouselab","False",3,1,"[5, 6, 7, 8, 9, 3, 3, 3, 0, 0, 0]","[[4, 6, 6, 4, 6], [10, 5, 5, 7, 4], [4, 5, 9, 4, 5]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[0, 3, 3, 0, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[9, 12, 9]",12,4,9,0,0.064,0.0603333333333333,0.00366666666666667,"[5, 6, 7, 8, 9, 3, 0]",7,5,3,23096,11,192,181,"False",1,10,"traffic-light-mouselab",13,447092,"True",10,1,5,12,5,89,30
"2650","traffic-light-mouselab","False",3,1,"[10, 10, 10, 11, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 14, 2, 0, 0]","[[7, 4, 4, 7, 5], [1, 7, 1, 3, 4], [6, 2, 7, 5, 6]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 1, 0, 1, 1], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[10, 5, 15]",10,10,10,0,0.055,0.0493333333333333,0.00566666666666667,"[10, 11, 12, 13, 14, 2, 0]",7,5,3,32407,17,165,148,"False",0,7,"traffic-light-mouselab",14,481602,"True",7,1,3,10,2,89,30
"2651","traffic-light-mouselab","False",3,1,"[5, 6, 7, 8, 9, 3, 3, 3, 2, 2, 2]","[[6, 5, 4, 7, 7], [6, 4, 7, 7, 6], [3, 4, 6, 4, 5]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 0, 0, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[6, 20, 4]",20,20,11,3,0.066,0.0623333333333333,0.00366666666666667,"[5, 6, 7, 8, 9, 3, 2]",7,5,3,11601,11,198,187,"False",1,7,"traffic-light-mouselab",15,495386,"True",7,1,5,20,5,89,30
"2652","traffic-light-mouselab","False",3,1,"[10, 11, 12, 13, 14]","[[4, 9, 4, 7, 4], [6, 6, 5, 3, 6], [6, 6, 2, 4, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[2, 2, 26]",26,32,12,4,0.067,0.0653333333333333,0.00166666666666667,"[10, 11, 12, 13, 14]",5,5,3,6690,5,202,197,"False",2,7,"traffic-light-mouselab",16,504242,"True",7,1,5,26,5,89,30
"2653","traffic-light-mouselab","False",3,1,"[10, 10, 10, 11, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 14]","[[6, 8, 4, 6, 4], [3, 8, 2, 0, 6], [8, 3, 6, 9, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[1, 4, 25]",25,30,13,3,0.077,0.072,0.005,"[10, 11, 12, 13, 14]",5,5,3,11743,15,231,216,"True",2,9,"traffic-light-mouselab",17,518021,"True",9,1,15,25,5,89,30
"2654","traffic-light-mouselab","False",3,1,"[10, 11, 12, 13, 14]","[[3, 7, 4, 6, 4], [4, 1, 4, 3, 8], [4, 5, 8, 4, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[5, 1, 24]",24,28,14,2,0.072,0.0703333333333333,0.00166666666666667,"[10, 11, 12, 13, 14]",5,5,3,6109,5,216,211,"False",2,8,"traffic-light-mouselab",18,525791,"True",8,1,5,24,5,89,30
"2655","traffic-light-mouselab","False",3,1,"[10, 10, 10, 11, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 14]","[[4, 5, 7, 4, 3], [6, 2, 5, 7, 5], [6, 3, 7, 7, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[1, 2, 27]",27,34,15,3,0.069,0.064,0.005,"[10, 11, 12, 13, 14]",5,5,3,13722,15,207,192,"True",2,7,"traffic-light-mouselab",19,541551,"True",7,1,15,27,5,89,30
"2656","traffic-light-mouselab","False",3,1,"[5, 6, 7, 8, 9, 10, 10, 10, 11, 11, 11, 13, 13, 13, 14, 14, 14]","[[7, 7, 6, 5, 4], [6, 6, 4, 6, 6], [4, 9, 5, 6, 7]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [0, 0, 3, 0, 0]]","[6, 14, 10]",14,8,16,1,0.072,0.0663333333333333,0.00566666666666667,"[5, 6, 7, 8, 9, 10, 11, 13, 14]",9,5,3,21378,17,216,199,"False",1,6,"traffic-light-mouselab",20,564430,"True",6,1,5,14,5,89,30
"2657","traffic-light-mouselab","False",3,1,"[5, 5, 5, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9, 2, 2, 2, 0, 0, 0, 4, 4, 4]","[[2, 5, 6, 5, 2], [6, 5, 6, 4, 6], [7, 4, 4, 4, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 3, 0, 3, 0], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[8, 21, 1]",21,22,17,2,0.059,0.051,0.008,"[5, 6, 7, 8, 9, 2, 0, 4]",8,5,3,15676,24,178,154,"True",1,6,"traffic-light-mouselab",21,582534,"True",6,1,15,21,5,89,30
"2658","traffic-light-mouselab","False",3,1,"[5, 6, 7, 8, 9, 13, 13, 13, 14, 14, 14]","[[7, 3, 4, 8, 6], [3, 3, 5, 6, 6], [5, 4, 4, 7, 3]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 0, 0]]","[4, 22, 4]",22,24,18,3,0.064,0.0603333333333333,0.00366666666666667,"[5, 6, 7, 8, 9, 13, 14]",7,5,3,10334,11,192,181,"False",1,6,"traffic-light-mouselab",22,594213,"True",6,1,5,22,5,89,30
"2659","traffic-light-mouselab","False",3,1,"[5, 5, 5, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9]","[[7, 3, 6, 2, 4], [4, 5, 3, 6, 7], [7, 8, 8, 7, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[1, 20, 9]",9,20,19,4,0.063,0.058,0.005,"[5, 6, 7, 8, 9]",5,5,3,7512,15,189,174,"True",2,5,"traffic-light-mouselab",23,603607,"True",5,0,0,9,0,89,30
"2660","traffic-light-mouselab","False",3,1,"[10, 10, 10, 11, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 14]","[[8, 8, 3, 7, 7], [6, 9, 1, 3, 7], [5, 5, 5, 8, 3]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [0, 0, 0, 0, 0]]","[10, 2, 18]",2,16,20,3,0.073,0.068,0.005,"[10, 11, 12, 13, 14]",5,5,3,9067,15,220,205,"False",1,3,"traffic-light-mouselab",24,614080,"True",3,0,0,2,0,89,30
"2661","traffic-light-mouselab","False",3,1,"[5, 5, 5, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9]","[[5, 2, 5, 4, 7], [4, 8, 4, 9, 6], [5, 5, 7, 7, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[9, 14, 7]",7,8,21,3,0.07,0.065,0.005,"[5, 6, 7, 8, 9]",5,5,3,9427,15,211,196,"True",2,7,"traffic-light-mouselab",25,624816,"True",7,1,0,7,0,89,30
"2662","traffic-light-mouselab","False",3,1,"[0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4]","[[6, 4, 4, 5, 4], [7, 4, 6, 6, 3], [4, 7, 7, 5, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[15, 7, 8]",15,10,22,0,0.057,0.052,0.005,"[0, 1, 2, 3, 4]",5,5,3,7617,15,171,156,"True",0,6,"traffic-light-mouselab",26,634300,"True",6,1,15,15,5,89,30
"2663","traffic-light-mouselab","False",3,1,"[5, 5, 5, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9]","[[6, 8, 2, 5, 4], [3, 4, 5, 8, 6], [7, 5, 7, 3, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [1, 1, 1, 1, 1]]","[10, 16, 4]",4,12,23,3,0.063,0.058,0.005,"[5, 6, 7, 8, 9]",5,5,3,8209,15,190,175,"False",2,3,"traffic-light-mouselab",27,644237,"True",3,0,0,4,0,89,30
"2664","traffic-light-mouselab","False",3,1,"[5, 5, 5, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9, 2, 2, 2, 4, 4, 4]","[[4, 7, 7, 4, 8], [4, 3, 6, 3, 6], [5, 3, 3, 2, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 0, 3, 0], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[5, 24, 1]",5,28,24,4,0.063,0.056,0.007,"[5, 6, 7, 8, 9, 2, 4]",7,5,3,12913,21,188,167,"True",0,8,"traffic-light-mouselab",28,658239,"True",8,1,6,5,2,89,30
"2665","traffic-light-mouselab","False",3,1,"[0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4]","[[8, 7, 8, 4, 5], [7, 4, 6, 7, 4], [8, 6, 4, 5, 8]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[17, 8, 5]",17,14,25,2,0.068,0.063,0.005,"[0, 1, 2, 3, 4]",5,5,3,11212,15,204,189,"True",0,8,"traffic-light-mouselab",29,671314,"True",8,1,15,17,5,89,30
"2666","traffic-light-mouselab","False",3,1,"[0, 1, 2, 3, 4, 7, 7, 7, 5, 5, 5]","[[6, 5, 6, 5, 2], [3, 1, 6, 3, 7], [5, 2, 6, 5, 6]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0], [0, 3, 0, 3, 3], [3, 3, 3, 3, 3]]","[16, 9, 5]",16,12,26,2,0.06,0.0563333333333333,0.00366666666666667,"[0, 1, 2, 3, 4, 7, 5]",7,5,3,10321,11,180,169,"False",0,6,"traffic-light-mouselab",30,683236,"True",6,1,5,16,5,89,30
"2667","traffic-light-mouselab","False",3,1,"[10, 10, 10, 11, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 14]","[[4, 6, 7, 6, 6], [7, 3, 5, 6, 5], [1, 7, 1, 5, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[6, 1, 23]",23,26,27,1,0.067,0.062,0.005,"[10, 11, 12, 13, 14]",5,5,3,7193,15,200,185,"True",2,7,"traffic-light-mouselab",31,691605,"True",7,1,15,23,5,89,30
"2668","traffic-light-mouselab","False",3,1,"[10, 10, 11, 11, 10, 10, 11, 12, 12, 12, 12, 13, 13, 13, 14, 14, 14]","[[6, 6, 4, 7, 6], [5, 3, 7, 2, 5], [6, 5, 5, 5, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[1, 14, 15]",1,18,28,0,0.055,0.05,0.005,"[10, 11, 12, 13, 14]",5,5,3,11717,15,166,151,"True",0,6,"traffic-light-mouselab",32,704930,"True",6,0,0,1,0,89,30
"2669","traffic-light-mouselab","False",3,1,"[10, 10, 10, 11, 11, 11, 11, 12, 12, 12, 12, 13, 13, 13, 13, 14, 14, 14, 14]","[[2, 4, 5, 6, 8], [6, 4, 8, 6, 5], [7, 5, 5, 4, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[4, 11, 15]",11,12,29,0,0.06,0.055,0.005,"[10, 11, 12, 13, 14]",5,5,3,8167,15,179,164,"True",1,6,"traffic-light-mouselab",33,714455,"True",6,0,0,11,0,89,30
"2670","traffic-light-mouselab","False",3,1,"[0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4]","[[5, 6, 5, 2, 7], [4, 4, 6, 8, 8], [5, 3, 6, 5, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[19, 9, 2]",19,18,30,4,0.072,0.067,0.005,"[0, 1, 2, 3, 4]",5,5,3,7746,15,215,200,"True",0,7,"traffic-light-mouselab",34,723335,"True",7,1,15,19,5,89,30
"2671","traffic-light-mouselab","True",3,1,"[6, 6, 6, 3, 3, 3, 3, 10, 10, 10, 10, 14, 14, 14]","[[6, 7, 6, 3, 6], [5, 5, 5, 6, 6], [6, 8, 5, 6, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 0, 3], [3, 0, 3, 3, 3], [0, 3, 3, 3, 0]]","[19, 6, 5]",6,18,1,4,0.062,0.058,0.004,"[6, 3, 10, 14]",4,5,3,18798,12,185,173,"True",1,6,"traffic-light-mouselab",4,98497,"False",6,1,3,6,1,90,30
"2672","traffic-light-mouselab","True",3,1,"[6, 6, 6]","[[4, 5, 6, 7, 8], [3, 6, 4, 2, 1], [5, 3, 5, 8, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 0, 3, 3, 3], [1, 1, 1, 1, 1]]","[13, 12, 5]",5,10,2,1,0.051,0.05,0.001,"[6]",1,5,3,2357,3,152,149,"False",2,3,"traffic-light-mouselab",5,102200,"False",3,0,0,5,0,90,30
"2673","traffic-light-mouselab","False",3,1,"[]","[[6, 7, 6, 3, 5], [6, 6, 6, 6, 7], [7, 4, 6, 8, 2]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[8, 11, 11]",8,4,3,2,0.06,0.06,0,"[]",0,5,3,2046,0,180,180,"True",0,6,"traffic-light-mouselab",7,106928,"False",6,0,0,8,0,90,30
"2674","traffic-light-mouselab","False",3,1,"[]","[[7, 5, 4, 6, 2], [4, 4, 7, 10, 5], [5, 1, 6, 7, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[19, 4, 7]",7,18,4,3,0.068,0.068,0,"[]",0,5,3,1182,0,203,203,"False",2,7,"traffic-light-mouselab",8,109112,"False",7,1,0,7,0,90,30
"2675","traffic-light-mouselab","False",3,1,"[]","[[3, 8, 4, 5, 7], [4, 6, 5, 6, 4], [4, 3, 7, 7, 9]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[19, 7, 4]",19,18,5,0,0.034,0.034,0,"[]",0,5,3,936,0,101,101,"False",0,3,"traffic-light-mouselab",9,110850,"False",3,0,0,19,0,90,30
"2676","traffic-light-mouselab","False",3,1,"[]","[[4, 6, 6, 4, 9], [3, 4, 6, 5, 4], [4, 8, 4, 5, 8]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[12, 5, 13]",13,10,6,1,0.065,0.065,0,"[]",0,5,3,764,0,196,196,"False",2,8,"traffic-light-mouselab",10,112888,"False",8,1,0,13,0,90,30
"2677","traffic-light-mouselab","False",3,1,"[]","[[6, 6, 3, 6, 7], [4, 5, 7, 6, 1], [4, 3, 6, 5, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[24, 3, 3]",3,28,7,4,0.063,0.063,0,"[]",0,5,3,1871,0,189,189,"False",2,6,"traffic-light-mouselab",11,115647,"False",6,1,0,3,0,90,30
"2678","traffic-light-mouselab","False",3,1,"[]","[[3, 6, 6, 8, 3], [3, 6, 3, 6, 5], [6, 3, 4, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[7, 5, 18]",18,16,8,2,0.043,0.043,0,"[]",0,5,3,942,0,129,129,"True",2,4,"traffic-light-mouselab",12,117895,"False",4,0,0,18,0,90,30
"2679","traffic-light-mouselab","False",3,1,"[]","[[7, 5, 5, 5, 3], [8, 7, 5, 4, 4], [8, 5, 5, 4, 7]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[1, 22, 7]",1,24,9,3,0.04,0.04,0,"[]",0,5,3,751,0,121,121,"False",0,5,"traffic-light-mouselab",13,119703,"False",5,0,0,1,0,90,30
"2680","traffic-light-mouselab","False",3,1,"[]","[[7, 3, 6, 6, 2], [5, 2, 3, 6, 2], [5, 8, 3, 4, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[22, 7, 1]",22,24,10,1,0.029,0.029,0,"[]",0,5,3,957,0,88,88,"True",0,3,"traffic-light-mouselab",14,121527,"False",3,0,0,22,0,90,30
"2681","traffic-light-mouselab","False",3,1,"[]","[[1, 4, 8, 7, 4], [6, 9, 7, 7, 4], [4, 7, 4, 5, 5]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[11, 1, 18]",11,18,11,0,0.03,0.03,0,"[]",0,5,3,768,0,89,89,"False",0,1,"traffic-light-mouselab",15,123104,"False",1,0,0,11,0,90,30
"2682","traffic-light-mouselab","False",3,1,"[]","[[6, 6, 3, 4, 2], [5, 4, 3, 4, 4], [6, 9, 6, 4, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 12, 16]",2,16,12,1,0.068,0.068,0,"[]",0,5,3,805,0,204,204,"True",0,6,"traffic-light-mouselab",16,124681,"False",6,1,0,2,0,90,30
